Gene.name	geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.description	logCPM	adjP_gonad	adjP_brain	FB_MB	FB_O	FB_T	MB_O	MB_T	O_T
GALR1	ENSCJPG00005007144	2	81388889	81402693	-1	protein_coding	galanin receptor 1 [Source:NCBI gene;Acc:107309992]	2.653613855	0.76475664	0.8539399	1	0.909654738	3.6e-05	0.502764815	0.000463541	3.92e-05
GALR2	ENSCJPG00005020798	18	3943963	3945963	-1	protein_coding	galanin receptor 2 [Source:NCBI gene;Acc:107322022]	3.665369666	0.145829624	1	1	0.60823662	0.725185995	1	0.882594333	0.855980078
GAS6	ENSCJPG00005013533	1	123592479	123623247	1	protein_coding	growth arrest specific 6 [Source:NCBI gene;Acc:107306393]	10.50404673	2.28e-05	1	0.958496978	6.07e-06	0.263644183	6.41e-09	0.980316309	6.69e-09
GAS7	ENSCJPG00005011105	18	144179	242503	-1	protein_coding	growth arrest specific 7 [Source:NCBI gene;Acc:107322157]	9.521177613	1.29e-08	1	1	0.145426556	9.22e-11	0.046736187	2.7e-12	6.11e-07
GAS8	ENSCJPG00005015071	11	16808503	16816555	1	protein_coding	growth arrest specific 8 [Source:NCBI gene;Acc:107319510]	11.86168767	4.73e-89	1	1	0.006183502	2.34e-34	0.007921161	4.45e-34	2.01e-23
GATA5	ENSCJPG00005003073	20	7176372	7187034	-1	protein_coding	GATA binding protein 5 [Source:NCBI gene;Acc:107323002]	4.279486416	0.003019459	1	1	3.39e-10	0.24723162	1.74e-11	0.323815058	6.26e-08
GATM	ENSCJPG00005020207	10	9676770	9688197	1	protein_coding	glycine amidinotransferase [Source:NCBI gene;Acc:107318710]	5.965840766	0.894731759	1	1	1.39e-05	0.010446743	0.000163862	0.054278626	0.086094394
GBA2	ENSCJPG00005006317	Z	8366257	8376023	1	protein_coding	glucosylceramidase beta 2 [Source:NCBI gene;Acc:107305799]	9.226313464	3.73e-06	1	1	0.216574123	0.891124956	0.070480711	0.520455209	0.261012645
GBX1	ENSCJPG00005006639	2	175201	180665	1	protein_coding	gastrulation brain homeobox 1 [Source:NCBI gene;Acc:107308666]	4.066121321	0.000261575	1	0.394385444	0.057285283	5.04e-11	1	2.4e-18	2.15e-17
GBX2	ENSCJPG00005013758	7	3919072	3920547	-1	protein_coding	gastrulation brain homeobox 2 [Source:NCBI gene;Acc:107316383]	7.451753944	1e-14	1	1	0.639158574	3.52e-14	0.877369795	4.85e-12	1.16e-13
GCNT1	ENSCJPG00005007882	Z	33627540	33630445	1	protein_coding	glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203]	6.693503163	3.12e-09	1	1	1	0.238367113	1	0.219850363	0.243005373
GFPT2	ENSCJPG00005005253	13	4162081	4186918	-1	protein_coding	glutamine-fructose-6-phosphate transaminase 2 [Source:NCBI gene;Acc:107320158]	10.25792564	4.78e-44	1	1	6.65e-30	0.02278362	1.82e-30	0.026024447	3.78e-39
GFRA2	ENSCJPG00005015143	22	2752144	2774291	1	protein_coding	GDNF family receptor alpha 2 [Source:NCBI gene;Acc:107323784]	4.444738044	2.41e-09	1	1	0.036402043	0.913597479	0.094818582	0.732576698	0.042733654
GFRAL	ENSCJPG00005007801	3	79921830	79974484	-1	protein_coding	GDNF family receptor alpha like [Source:NCBI gene;Acc:107312107]	2.924858581	0.051981919	1	0.394385444	4.78e-10	4.91e-06	5.9e-06	0.008686562	0.029160207
GHITM	ENSCJPG00005012644	6	2242848	2258203	-1	protein_coding	growth hormone inducible transmembrane protein [Source:NCBI gene;Acc:107315576]	11.76992827	2.06e-30	1	1	0.004488549	0.880563746	0.009000186	0.986271369	0.006701421
GHR	ENSCJPG00005010991	Z	15152125	15281509	1	protein_coding	growth hormone receptor [Source:NCBI gene;Acc:107305958]	9.694235925	2.03e-05	1	0.978288639	4.97e-06	1.07e-07	0.000676995	3.05e-05	0.510164807
GIPC3	ENSCJPG00005006171	28	480475	483206	-1	protein_coding	GIPC PDZ domain containing family member 3 [Source:NCBI gene;Acc:107325504]	3.825892681	0.010042187	1	0.539769925	0.061562761	1	0.837296676	0.100721431	0.067882362
GKN1	ENSCJPG00005011972	22	1498246	1501256	-1	protein_coding	gastrokine 1 [Source:NCBI gene;Acc:107323586]	2.837289108	0.000289633	0.796849268	0.071872281	0.261414076	0.001095872	0.104451422	0.634969399	0.032510347
GKN2	ENSCJPG00005011974	22	1513240	1519500	1	protein_coding	gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]	5.192297936	2.02e-05	1	1	0.076699208	2.99e-22	0.05345361	3.48e-24	3.99e-17
GLRA1	ENSCJPG00005007056	13	5194075	5217444	-1	protein_coding	glycine receptor alpha 1 [Source:NCBI gene;Acc:107320237]	2.193466678	0.006155577	1	0.713435689	2.31e-41	2.18e-37	1.63e-34	8.69e-31	0.266038432
GLRA2	ENSCJPG00005018168	1	110278749	110401146	-1	protein_coding	glycine receptor alpha 2 [Source:NCBI gene;Acc:107325634]	2.225212084	0.774131317	1	0.958496978	1.46e-53	8.36e-59	7.93e-59	5.21e-64	0.15996963
GLRA3	ENSCJPG00005009946	4	39042571	39102651	-1	protein_coding	glycine receptor alpha 3 [Source:NCBI gene;Acc:107313513]	1.934758607	0.624024442	1	0.578456783	4.12e-32	5.35e-29	1.51e-39	2.25e-36	0.438207709
GLRX3	ENSCJPG00005001349	6	30507006	30529832	1	protein_coding	glutaredoxin 3 [Source:NCBI gene;Acc:107316223]	11.81370339	3.6e-26	1	1	0.76262747	8.29e-05	0.778409502	7.51e-05	1.5e-05
GMDS	ENSCJPG00005015622	2	61220442	61600299	1	protein_coding	GDP-mannose 4,6-dehydratase [Source:NCBI gene;Acc:107309572]	8.425477621	8.11e-11	1	1	0.006022401	0.000350451	0.009877159	0.000153479	1.6e-10
GMEB1	ENSCJPG00005016263	23	2013796	2021416	-1	protein_coding	glucocorticoid modulatory element binding protein 1 [Source:NCBI gene;Acc:107324043]	7.614656678	0.035282087	1	1	0.227798653	5.04e-06	0.48391079	5.29e-05	0.001239237
GNA14	ENSCJPG00005009354	Z	33967711	33998453	-1	protein_coding	G protein subunit alpha 14 [Source:NCBI gene;Acc:107306238]	4.144160361	0.001468509	0.833343673	1	0.387535077	0.360995206	0.971375363	0.060923927	0.054399116
GNAI2	ENSCJPG00005012222	12	2009410	2018254	-1	protein_coding	G protein subunit alpha i2 [Source:NCBI gene;Acc:107319651]	9.251661715	3.57e-67	1	1	0.018137667	4.66e-12	0.015472365	3.49e-12	6.21e-20
GNAI3	ENSCJPG00005009132	26	1612025	1619674	1	protein_coding	G protein subunit alpha i3 [Source:NCBI gene;Acc:107324730]	11.63638524	0.000146425	1	1	0.001663282	2.16e-14	0.001409465	1.59e-14	1.56e-25
GNAL	ENSCJPG00005007901	2	87706054	87871280	-1	protein_coding	G protein subunit alpha L [Source:NCBI gene;Acc:107310002]	7.655442014	0.784326492	1	1	3.37e-19	3.97e-27	1.73e-18	2.64e-26	0.035213643
GNAQ	ENSCJPG00005009359	Z	34030527	34143150	-1	protein_coding	G protein subunit alpha q [Source:NCBI gene;Acc:107306232]	7.825112592	8.68e-05	1	1	0.000696539	0.052045527	8.51e-06	0.002538544	0.167228739
GNAT2	ENSCJPG00005009133	26	1620768	1625084	-1	protein_coding	G protein subunit alpha transducin 2 [Source:NCBI gene;Acc:107324731]	5.147545355	2.18e-09	1	1	0.360404215	0.000170771	0.909584716	9.02e-07	1.1e-06
GNMT	ENSCJPG00005004203	3	13962843	13964051	1	protein_coding	glycine N-methyltransferase [Source:NCBI gene;Acc:107310908]	6.736235777	0.827899564	1	1	0.432205545	0.58739631	0.435349106	0.572430127	0.150171446
GOLM1	ENSCJPG00005009428	Z	36920150	36971033	-1	protein_coding	golgi membrane protein 1 [Source:NCBI gene;Acc:107306264]	10.08425149	1.29e-12	1	1	0.77144771	0.005543971	0.43406875	0.024083123	0.001529465
GPAT4	ENSCJPG00005015225	22	3969382	3977360	1	protein_coding	glycerol-3-phosphate acyltransferase 4 [Source:NCBI gene;Acc:107323753]	10.4299536	0.03484154	1	1	0.468962433	0.61789013	0.271434258	0.393705253	0.812400013
GPBP1	ENSCJPG00005001500	Z	18973650	19000289	1	protein_coding	GC-rich promoter binding protein 1 [Source:NCBI gene;Acc:107306022]	9.289291722	3.48e-25	1	1	0.72562331	1.58e-06	0.280018376	4.57e-05	1.58e-07
GPC1	ENSCJPG00005014560	9	492217	630463	1	protein_coding	glypican 1 [Source:NCBI gene;Acc:107317815]	10.10027424	4.02e-09	1	1	0.372125317	1.44e-05	0.936199115	1.84e-07	9.04e-08
GPM6A	ENSCJPG00005009954	4	39245072	39374787	-1	protein_coding	glycoprotein M6A [Source:NCBI gene;Acc:107313477]	7.66884335	5.49e-14	1	1	3.59e-86	3.4e-31	3.03e-84	2.18e-29	1.64e-32
GPR12	ENSCJPG00005000813	1	157872356	157873354	1	protein_coding	G protein-coupled receptor 12 [Source:NCBI gene;Acc:107308309]	6.249536599	1.94e-20	1	1	3.85e-55	1.21e-58	1.21e-53	4.01e-57	0.251069799
GPR18	ENSCJPG00005016158	1	130154048	130155007	1	protein_coding	G protein-coupled receptor 18 [Source:NCBI gene;Acc:107307989]	3.938543956	0.001489752	1	1	0.005513417	0.047195994	0.00752885	0.020276049	7.94e-07
GPR20	ENSCJPG00005010454	2	131533107	131550875	-1	protein_coding	G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:HGNC:4475]	5.695174232	7.34e-05	1	1	1.18e-14	0.36437871	5.03e-18	0.131270883	2.83e-12
GPR6	ENSCJPG00005009399	3	60729776	60730762	-1	protein_coding	G protein-coupled receptor 6 [Source:NCBI gene;Acc:107311782]	3.58089137	0.00068937	1	1	2.21e-15	0.000745593	3.19e-16	0.000360015	2e-06
GPR83	ENSCJPG00005003962	1	166038887	166041755	1	protein_coding	G protein-coupled receptor 83 [Source:NCBI gene;Acc:107308447]	4.352260297	3.04e-06	1	0.958496978	4.33e-05	0.305940442	1.15e-07	1	1.02e-06
GPR85	ENSCJPG00005013366	1	24055517	24092724	1	protein_coding	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:HGNC:4536]	7.058001206	0.253367382	1	1	7.69e-15	6.55e-14	1.01e-11	6.25e-11	0.765367775
GPR87	ENSCJPG00005018734	9	20930509	20932121	1	protein_coding	G protein-coupled receptor 87 [Source:NCBI gene;Acc:107318394]	6.467342332	0.000130739	1	1	0.130614434	1.12e-22	0.388424403	2.63e-24	6.57e-21
GPX1	ENSCJPG00005010738	12	1695954	1697583	-1	protein_coding	glutathione peroxidase 1 [Source:NCBI gene;Acc:107319610]	10.53457626	2.26e-20	1	1	8e-10	0.000140739	9.2e-09	2.16e-05	6.1e-22
GPX2	ENSCJPG00005013310	5	493849	494495	1	protein_coding	glutathione peroxidase 2 [Source:NCBI gene;Acc:107314149]	2.433846025	0.027436832	1	1	0.298765162	0.360453438	0.030447861	0.98575422	0.035217685
GREM2	ENSCJPG00005013864	3	32561029	32561535	1	protein_coding	gremlin 2, DAN family BMP antagonist [Source:NCBI gene;Acc:107311316]	5.841668109	6.52e-06	1	1	0.864715612	2.63e-27	0.478122955	1.73e-29	8.39e-27
GRHPR	ENSCJPG00005006229	Z	66763995	66768941	-1	protein_coding	glyoxylate and hydroxypyruvate reductase [Source:NCBI gene;Acc:107306744]	6.726019706	0.133681086	0.919588794	0.958496978	3.51e-10	7.17e-73	3.14e-14	1.2e-80	1.72e-47
GRIA3	ENSCJPG00005018784	4	14704596	14846228	-1	protein_coding	glutamate ionotropic receptor AMPA type subunit 3 [Source:NCBI gene;Acc:107312922]	7.263077886	0.010492735	1	1	2.26e-35	1.06e-36	5.63e-33	3.22e-34	0.690671105
GRIK4	ENSCJPG00005008705	24	3030357	3089336	-1	protein_coding	glutamate ionotropic receptor kainate type subunit 4 [Source:NCBI gene;Acc:107324220]	7.574082776	8.96e-08	1	1	2.03e-11	0.570711631	3.21e-11	0.504400951	2.42e-13
GRIP1	ENSCJPG00005015807	1	31268708	31544313	-1	protein_coding	glutamate receptor interacting protein 1 [Source:NCBI gene;Acc:107310588]	8.217576382	0.018237854	1	1	0.02182898	0.035247737	0.044551342	0.074808212	0.87146342
GRM4	ENSCJPG00005017950	26	4278422	4308782	1	protein_coding	glutamate metabotropic receptor 4 [Source:NCBI gene;Acc:107324919]	7.484783532	0.013540819	1	0.368031379	4.87e-14	1.01e-22	3.05e-21	2.83e-31	0.008445746
GRM8	ENSCJPG00005008701	1	18679897	19027147	1	protein_coding	glutamate metabotropic receptor 8 [Source:NCBI gene;Acc:107308676]	7.373241157	5.58e-07	1	0.685878121	1.04e-36	1.26e-18	2.66e-30	1.58e-13	1.13e-06
GRP	ENSCJPG00005004907	Z	804833	808474	1	protein_coding	gastrin releasing peptide [Source:NCBI gene;Acc:107325907]	2.821555909	0.301539973	1	0.000441261	1.81e-44	3.35e-44	1.33e-68	2.17e-68	0.901248266
GSX1	ENSCJPG00005020440	1	157510222	157511785	-1	protein_coding	GS homeobox 1 [Source:NCBI gene;Acc:107308293]	1.422017663	0.459050648	1	1	1.41e-06	2.38e-08	5.48e-07	8.52e-09	0.294051357
GSX2	ENSCJPG00005010684	4	59068849	59071542	-1	protein_coding	GS homeobox 2 [Source:NCBI gene;Acc:107313694]	3.493429447	5.72e-05	1	1	0.001634947	1	0.000230842	1	0.000627109
GTSF1	ENSCJPG00005018998	27	537451	541927	1	protein_coding	gametocyte specific factor 1 [Source:HGNC Symbol;Acc:HGNC:26565]	9.975705569	1.15e-60	1	1	8.06e-05	2.89e-50	4.07e-05	3.64e-51	1.34e-33
GYS2	ENSCJPG00005003244	1	61621660	61664315	1	protein_coding	glycogen synthase 2 [Source:NCBI gene;Acc:107316995]	5.28465601	0.004453537	1	1	1.94e-06	7.01e-17	1.91e-07	4.59e-19	5.34e-05
GZF1	ENSCJPG00005015826	3	4474657	4480727	1	protein_coding	GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]	9.233008338	0.017876017	1	1	0.094983276	0.110809136	0.116117746	0.141417918	0.946216273
H2AX	ENSCJPG00005005189	24	26029	26457	1	protein_coding	histone H2A [Source:NCBI gene;Acc:107324115]	6.314480989	0.00362945	1	1	0.363692855	0.021137599	0.279543666	0.011947428	0.194416378
HABP2	ENSCJPG00005020056	6	24331792	24357138	1	protein_coding	hyaluronan binding protein 2 [Source:NCBI gene;Acc:107316124]	4.71175528	0.007029082	1	0.727350807	0.000332253	0.680112643	0.030105676	0.047909044	3.35e-05
HBEGF	ENSCJPG00005012346	13	15564294	15569750	-1	protein_coding	heparin binding EGF like growth factor [Source:NCBI gene;Acc:107320476]	7.466067609	4.47e-12	1	0.559094948	2.4e-23	0.047719925	2.47e-31	0.801977392	7.43e-32
HCFC2	ENSCJPG00005018304	1	49996236	50020627	-1	protein_coding	host cell factor C2 [Source:NCBI gene;Acc:107314730]	9.471042537	3.14e-05	1	1	0.437848472	1.58e-06	0.967834445	5.75e-05	8.72e-05
HCK	ENSCJPG00005005344	20	8932378	8947247	-1	protein_coding	HCK proto-oncogene, Src family tyrosine kinase [Source:NCBI gene;Acc:107323072]	2.709190102	0.17137998	1	0.711814993	0.083778294	0.382473971	0.001588647	0.586906446	0.008868986
HCN1	ENSCJPG00005011007	Z	16064469	16250800	-1	protein_coding	hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]	4.381585526	2.55e-09	1	1	3.4e-66	1.25e-44	1.23e-63	5.64e-42	1.61e-07
HDDC2	ENSCJPG00005009155	3	54530675	54540783	1	protein_coding	HD domain containing 2 [Source:NCBI gene;Acc:107311896]	8.504565507	5.31e-09	1	1	0.000612309	7.27e-05	0.000413244	0.000102073	1.91e-13
HDGF	ENSCJPG00005014000	25	652499	657752	-1	protein_coding	heparin binding growth factor [Source:NCBI gene;Acc:107324432]	10.90870065	3.66e-08	1	1	0.019057993	0.047836498	0.020096625	0.042823396	6.98e-06
HEBP1	ENSCJPG00005008512	1	43942150	43946438	-1	protein_coding	heme binding protein 1 [Source:NCBI gene;Acc:107312496]	7.263144487	3.49e-12	1	1	0.003741928	6.09e-13	0.006355692	1.79e-12	1.5e-05
HELT	ENSCJPG00005009600	4	34871519	34873026	-1	protein_coding	helt bHLH transcription factor [Source:NCBI gene;Acc:107313281]	3.951286168	3.08e-08	1	0.88031848	0.115640214	3.36e-09	0.70889223	1.65e-08	2.59e-07
HES1	ENSCJPG00005013467	9	11136296	11137552	-1	protein_coding	hes family bHLH transcription factor 1 [Source:NCBI gene;Acc:107318289]	8.194807497	4.81e-27	1	0.962381555	9.36e-13	0.283533324	1.51e-10	1	7.65e-10
HGD	ENSCJPG00005017356	1	71513426	71528949	1	protein_coding	homogentisate 1,2-dioxygenase [Source:NCBI gene;Acc:107319667]	6.654688621	1.95e-29	1	1	1	1.4e-06	0.342703258	2.59e-06	3.28e-07
HIC2	ENSCJPG00005019009	15	176670	178382	-1	protein_coding	HIC ZBTB transcriptional repressor 2 [Source:NCBI gene;Acc:107321062]	6.979144814	0.811200119	1	0.941552449	0.918962439	0.129874333	0.165070408	0.801793877	0.082667884
HID1	ENSCJPG00005021549	18	9264518	9282111	-1	protein_coding	HID1 domain containing [Source:NCBI gene;Acc:107322350]	10.45700735	0.018237854	1	1	1.8e-11	0.154248228	5.13e-12	0.50989586	2.1e-09
HIF1A	ENSCJPG00005005408	5	48969799	49094290	-1	protein_coding	hypoxia inducible factor 1 subunit alpha [Source:NCBI gene;Acc:107315399]	10.54238485	0.02810665	1	1	0.787828729	0.8766574	0.844658932	0.9459405	0.903087948
HINT2	ENSCJPG00005006301	Z	8333449	8334411	1	protein_coding	histidine triad nucleotide binding protein 2 [Source:NCBI gene;Acc:107305831]	5.870345352	0.01947304	1	0.756367284	0.76509731	7.66e-06	0.070480711	1.84e-09	4.17e-05
HIPK2	ENSCJPG00005020296	1	56121801	56240866	-1	protein_coding	homeodomain interacting protein kinase 2 [Source:NCBI gene;Acc:107316093]	11.77534369	2.62e-35	1	1	0.000607984	1.15e-18	0.009732831	5.43e-16	2.09e-08
HKDC1	ENSCJPG00005003448	6	8849525	8865882	1	protein_coding	putative hexokinase HKDC1 [Source:NCBI gene;Acc:107315745]	6.532928381	1.24e-07	1	1	2.49e-05	4.76e-27	2.35e-05	3.66e-27	4.63e-13
HLX	ENSCJPG00005007173	3	16192486	16195647	-1	protein_coding	H2.0 like homeobox [Source:NCBI gene;Acc:107311056]	6.048850997	7.26e-15	1	0.499176676	0.002470719	0.000556325	2.75e-07	0.051455446	3.78e-10
HM13	ENSCJPG00005005821	20	9042099	9053558	-1	protein_coding	histocompatibility minor 13 [Source:NCBI gene;Acc:107323216]	12.27290464	3.55e-16	1	1	0.000331205	3.31e-11	3.86e-05	1.09e-12	0.002574363
HMX2	ENSCJPG00005020175	6	28044006	28047593	1	protein_coding	H6 family homeobox 2 [Source:NCBI gene;Acc:107316218]	2.243586979	0.351637453	1	1	1	1	0.504876473	0.522321685	1
HNF1B	ENSCJPG00005018638	19	7387214	7403929	-1	protein_coding	HNF1 homeobox B [Source:NCBI gene;Acc:107322787]	3.891202321	5.11e-06	1	1	0.41724456	0.148592084	1	0.020887244	0.044076118
HNF4A	ENSCJPG00005001004	20	4761554	4776442	-1	protein_coding	hepatocyte nuclear factor 4 alpha [Source:NCBI gene;Acc:107322919]	4.831582944	0.257035246	1	1	0.001668486	0.001542259	0.005485242	0.005537939	1
HNF4G	ENSCJPG00005011763	2	107609424	107641006	1	protein_coding	hepatocyte nuclear factor 4 gamma [Source:NCBI gene;Acc:107310293]	1.631283942	0.002197017	1	1	0.066360837	0.737782391	0.047792437	0.700820772	0.117413054
HPCA	ENSCJPG00005001401	23	4648480	4649626	1	protein_coding	hippocalcin [Source:NCBI gene;Acc:107324046]	4.882506497	2.29e-06	1	0.773932802	1.63e-17	1.57e-32	3.91e-22	9.75e-39	7.61e-06
HPSE	ENSCJPG00005010053	4	41344520	41352356	-1	protein_coding	heparanase [Source:NCBI gene;Acc:107313425]	8.4188172	7.6e-05	1	1	2.34e-06	1.03e-07	4.83e-06	2.39e-07	0.615627964
HSPB1	ENSCJPG00005009812	19	3163377	3165171	-1	protein_coding	heat shock protein family B (small) member 1 [Source:NCBI gene;Acc:107322717]	9.107113847	6.43e-21	1	0.092845722	6.96e-26	0.070608694	6.03e-39	0.395641	9.26e-35
HSPB3	ENSCJPG00005000996	Z	18017482	18017931	1	protein_coding	heat shock protein family B (small) member 3 [Source:NCBI gene;Acc:107305988]	3.896878275	0.854622695	1	0.268351862	0.232304651	0.660041163	0.380933283	0.005499177	0.076033662
HTD2	ENSCJPG00005016802	12	9301514	9302218	1	protein_coding	hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]	8.772656212	2.69e-05	1	1	0.000190923	0.851839901	8.32e-06	0.681156017	6.09e-05
HTRA1	ENSCJPG00005020160	6	27862004	27887424	1	protein_coding	HtrA serine peptidase 1 [Source:NCBI gene;Acc:107316299]	10.96685172	2.63e-55	1	1	0.993006215	2.99e-63	0.785958944	1.54e-64	8.06e-63
HYAL2	ENSCJPG00005005743	12	633790	635792	-1	protein_coding	hyaluronidase 2 [Source:NCBI gene;Acc:107319561]	8.395205117	7.76e-39	1	1	3.95e-18	0.004801123	5.85e-21	0.033747759	1.08e-28
IAPP	ENSCJPG00005003113	1	59905845	59908883	1	protein_coding	islet amyloid polypeptide [Source:NCBI gene;Acc:107316654]	1.550789833	0.0692758	1	0.009732128	3.94e-12	1.9e-08	1.88e-24	2.68e-19	0.059245492
ICMT	ENSCJPG00005007418	21	504925	506718	1	protein_coding	isoprenylcysteine carboxyl methyltransferase [Source:NCBI gene;Acc:107323474]	9.420902129	0.452033858	1	1	1.17e-05	0.003695287	1.34e-06	0.000793499	0.153951458
ICOS	ENSCJPG00005015381	7	11144597	11153935	1	protein_coding	inducible T cell costimulator [Source:NCBI gene;Acc:107316577]	3.835179176	0.000219475	1	1	2.48e-19	0.004580961	5.69e-22	0.002033653	1.88e-11
IL10	ENSCJPG00005015041	26	2801880	2803920	-1	protein_coding	interleukin 10 [Source:NCBI gene;Acc:107324788]	1.253182378	0.117333784	1	1	0.003606236	0.003945032	0.000360283	0.00046602	0.981487512
IL12B	ENSCJPG00005008776	13	10034967	10176591	1	protein_coding	interleukin 12B [Source:NCBI gene;Acc:107320334]	5.980969367	0.001714528	1	1	1.75e-06	4.15e-18	3.73e-07	6.34e-20	9.97e-06
IL17B	ENSCJPG00005008805	13	10474601	10475341	1	protein_coding	interleukin 17B [Source:NCBI gene;Acc:107320280]	1.917887223	0.167944728	1	1	0.626075208	0.152231841	0.890432402	0.266005376	0.369724192
IL21R	ENSCJPG00005010252	14	7201948	7210282	1	protein_coding	interleukin 21 receptor [Source:NCBI gene;Acc:107320804]	4.223440159	0.008729058	1	1	0.235233152	0.000384867	0.540285813	1.7e-05	8.93e-07
IL2RB	ENSCJPG00005013657	1	46964872	46976895	1	protein_coding	interleukin 2 receptor subunit beta [Source:NCBI gene;Acc:107313789]	4.62693784	0.511309674	1	1	0.178845697	0.025815102	0.021052395	0.001124678	0.423379216
ILKAP	ENSCJPG00005001698	9	3687733	3693868	-1	protein_coding	ILK associated serine/threonine phosphatase [Source:NCBI gene;Acc:107317987]	9.766357735	0.055781341	1	1	0.401289409	0.338224926	0.114035679	0.088968492	0.951264579
IMP4	ENSCJPG00005000693	11	11649	17321	1	protein_coding	IMP U3 small nucleolar ribonucleoprotein 4 [Source:NCBI gene;Acc:107319210]	9.975786424	7.33e-06	1	1	1.68e-07	0.684566957	1.32e-07	0.67288948	1.41e-06
ING2	ENSCJPG00005009611	4	35244190	35250687	-1	protein_coding	inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]	7.93997699	0.572767327	1	1	2.23e-07	1.79e-05	7.62e-07	5.84e-05	0.372557078
ING4	ENSCJPG00005016730	1	69400395	69408966	-1	protein_coding	inhibitor of growth family member 4 [Source:NCBI gene;Acc:107318841]	8.588354804	0.318506521	1	1	0.271518772	0.040010593	0.230624617	0.032343805	0.409237296
