geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.name	Gene.description	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005012252	3	95479619	95501248	-1	protein_coding	DNMT3A	DNA methyltransferase 3 alpha [Source:NCBI gene;Acc:107312403]	0.0269887092677358	6.23784469308899	0.0232259678237519	0.878870919333297	0.898262244311941
ENSCJPG00005012492	3	95516244	95638048	-1	protein_coding		dystrobrevin beta [Source:NCBI gene;Acc:107312384]	3.76239933116407	7.04106210070777	388.380894410634	1.86363287681878e-86	7.23767240888168e-85
ENSCJPG00005012927	3	95641922	95642003	-1	misc_RNA			5.00837384590509	-2.05364297992485	12.5596875742212	0.000394157640082014	0.000747856935741871
ENSCJPG00005012928	3	95655957	95716581	-1	protein_coding	ASXL2	ASXL transcriptional regulator 2 [Source:NCBI gene;Acc:107312372]	0.607304303493748	5.95994052288523	9.72583543782658	0.0018169571251043	0.00314875901676778
ENSCJPG00005012932	3	95735913	95750049	-1	protein_coding	KIF3C	kinesin family member 3C [Source:NCBI gene;Acc:107312423]	0.452986402663091	3.76373186087506	2.55961676017358	0.109625155240219	0.141315227274055
ENSCJPG00005012965	3	95769131	95784409	1	protein_coding	RAB10	RAB10, member RAS oncogene family [Source:NCBI gene;Acc:107312391]	0.765649818010898	6.60818722021224	22.2282302015892	2.4208804913746e-06	5.86650782379748e-06
ENSCJPG00005012966	3	95787879	95795059	1	protein_coding	GAREM2	GRB2 associated regulator of MAPK1 subtype 2 [Source:NCBI gene;Acc:107312377]	3.18294003165333	3.31668760129849	5.7278880633342	0.0166975517900125	0.0249238089611927
ENSCJPG00005012967	3	95796248	95820182	-1	protein_coding	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:NCBI gene;Acc:107312378]	-0.0132849070684836	8.08306932482426	0.00920194402455188	0.923578738109545	0.936735130390308
ENSCJPG00005012968	3	95821556	95830766	1	protein_coding	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:NCBI gene;Acc:107312380]	0.251817180259527	7.52532833820534	3.03428129324599	0.0815226443711529	0.107725550961716
ENSCJPG00005012969	3	95839039	95840555	-1	protein_coding			0.669834157146371	0.56409508813848	0.922492887354535	0.336821271681768	0.387565219776759
ENSCJPG00005012970	3	95856596	95861235	-1	protein_coding			-0.298466126888706	0.56965139059019	0.171137208782255	0.679103105640487	0.720836955597854
ENSCJPG00005012971	3	95879694	95887623	1	protein_coding	SELENOI	selenoprotein I [Source:NCBI gene;Acc:107312389]	-2.84438586010701	5.0610726793595	123.77881980994	9.41775183276868e-29	8.53591990726757e-28
ENSCJPG00005012972	3	95895337	95915225	1	protein_coding	PTK2B	protein tyrosine kinase 2 beta [Source:NCBI gene;Acc:107312386]	-0.232983157496052	2.74470717056254	0.473125617408774	0.491552741796979	0.541090810141155
ENSCJPG00005012973	3	95917619	95922176	-1	protein_coding	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit [Source:NCBI gene;Acc:107312388]	-0.257693079602429	-2.06910047624649	0.0521929216993833	0.819290435385127	0.846961826790498
ENSCJPG00005012974	3	95925283	95928912	-1	lncRNA			-0.531837024439314	-1.46096930369993	0.277583241024205	0.598289638945358	0.644704036944258
ENSCJPG00005012975	3	95928933	95937491	1	protein_coding	EPHX2	epoxide hydrolase 2 [Source:NCBI gene;Acc:107312419]	-2.09785860958115	3.22555287237865	47.0979247854537	6.75271467460242e-12	2.58748628472308e-11
ENSCJPG00005012976	3	95940770	95950066	1	protein_coding		L-gulonolactone oxidase-like [Source:NCBI gene;Acc:107312420]	-2.99721432371609	1.76156070322204	43.4693798277385	4.30645503314488e-11	1.5614351481927e-10
ENSCJPG00005012977	3	95961822	95972030	1	protein_coding		nuclear GTPase SLIP-GC-like [Source:NCBI gene;Acc:107312405]	-0.793606940359159	0.73016136071996	2.00836032151956	0.156434312139129	0.195761828965148
ENSCJPG00005012978	3	95972739	95989357	1	protein_coding	SCARA5	scavenger receptor class A member 5 [Source:NCBI gene;Acc:107312407]	-2.44064437044334	2.47995604827844	23.7301089518725	1.10834946784939e-06	2.77181087159316e-06
ENSCJPG00005012979	3	95991442	95999830	1	protein_coding	PBK	PDZ binding kinase [Source:NCBI gene;Acc:107312368]	1.39730150201153	7.47347411893341	50.9971649253735	9.24994701084485e-13	3.76659566482698e-12
ENSCJPG00005012980	3	95999958	96010354	-1	protein_coding	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:NCBI gene;Acc:107312363]	0.0440064309332755	7.14318685707632	0.0632036682687804	0.801502241228093	0.830892961894352
ENSCJPG00005012981	3	96010187	96020363	1	protein_coding	CCDC25	coiled-coil domain containing 25 [Source:NCBI gene;Acc:107312369]	-0.753144902147133	6.04416808865698	12.3807956945936	0.000433772257770588	0.000819380749079471
ENSCJPG00005012982	3	96023523	96027420	-1	protein_coding	SCARA3	scavenger receptor class A member 3 [Source:NCBI gene;Acc:107312364]	-4.89377164292001	3.96415893593961	165.043617606609	8.94915064306916e-38	1.14083867349046e-36
ENSCJPG00005012983	3	96028771	96033803	-1	protein_coding		uncharacterized LOC107312362 [Source:NCBI gene;Acc:107312362]	-2.19646170569775	7.16302087545285	133.195446334275	8.19351323954872e-31	8.06513561275395e-30
ENSCJPG00005012984	3	96033368	96039409	1	protein_coding	CLU	clusterin [Source:NCBI gene;Acc:107312366]	-1.7223674574427	9.59442845242624	43.3183572642276	4.65198600768204e-11	1.68259226738814e-10
ENSCJPG00005012985	3	96039839	96043822	-1	protein_coding	SLC35F6	solute carrier family 35 member F6 [Source:NCBI gene;Acc:107312367]	-0.595925854106478	4.49215071016785	5.11106098726062	0.0237737773503051	0.0347100399318194
ENSCJPG00005012986	3	96047758	96058261	-1	protein_coding	KCNK3	potassium two pore domain channel subfamily K member 3 [Source:NCBI gene;Acc:107312422]	-3.56684353249574	1.76075370273707	39.6567022990278	3.02763893329839e-10	1.02741978559097e-09
ENSCJPG00005012987	3	96092707	96151065	1	protein_coding	OTOF	otoferlin [Source:NCBI gene;Acc:107312424]	0.759424126008056	3.44719354100945	4.02810959380462	0.0447480556603471	0.0622322666580708
ENSCJPG00005012988	3	96155591	96165498	1	protein_coding	DRC1	dynein regulatory complex subunit 1 [Source:NCBI gene;Acc:107312417]	3.43771877098593	7.9637435041527	341.863592171557	2.50620503928373e-76	8.27822777924235e-75
ENSCJPG00005012989	3	96167051	96170644	1	protein_coding	TRIM35	tripartite motif containing 35 [Source:NCBI gene;Acc:107312418]	-5.88730720810173	8.53594894010203	1038.26264026674	8.65967201992651e-228	2.37819335587239e-225
ENSCJPG00005012990	3	96172383	96179021	1	protein_coding	STMN4	stathmin 4 [Source:NCBI gene;Acc:107312437]	-1.49866678098013	-0.482083931917668	2.33739624088289	0.126300505160066	0.161072105028334
ENSCJPG00005012991	3	96181951	96186575	-1	lncRNA			3.39137621939741	-0.601599071651952	20.9304880699178	4.762540278461e-06	1.12199845971978e-05
ENSCJPG00005012992	3	96195738	96197974	1	protein_coding	POMC	Coturnix japonica proopiomelanocortin (POMC), mRNA. [Source:RefSeq mRNA;Acc:NM_001323229]	3.61508296622186	1.69977434286202	9.84095016078839	0.00170669318188389	0.00296810835250008
ENSCJPG00005012993	3	96201080	96234746	-1	protein_coding	EFR3B	EFR3 homolog B [Source:NCBI gene;Acc:107312348]	4.61800465117408	8.77745466089226	385.241180749491	8.99278272438676e-86	3.43010426773038e-84
ENSCJPG00005012994	3	96239950	96246482	1	protein_coding	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27 [Source:NCBI gene;Acc:107312349]	1.27300476305455	4.85276503643941	26.5125481029284	2.61831832212571e-07	6.95228610836253e-07
ENSCJPG00005012995	3	96249763	96260921	1	protein_coding	ADCY3	adenylate cyclase 3 [Source:NCBI gene;Acc:107312346]	-0.500540044924243	2.06346517191885	1.55380941401687	0.212573948163062	0.256079808214482
ENSCJPG00005012996	3	96267062	96270002	-1	protein_coding	CENPO	centromere protein O [Source:NCBI gene;Acc:107312351]	-0.502111806887911	4.057104869411	4.75871736545905	0.0291502629484032	0.041973234583185
ENSCJPG00005012997	3	96271345	96273950	1	protein_coding	PTRHD1	peptidyl-tRNA hydrolase domain containing 1 [Source:NCBI gene;Acc:107312352]	0.657480601144549	3.33914086051505	4.21776182535146	0.0400028942975653	0.0561202393619205
ENSCJPG00005012998	3	96278025	96372105	-1	protein_coding	NCOA1	Coturnix japonica nuclear receptor coactivator 1 (NCOA1), mRNA. [Source:RefSeq mRNA;Acc:NM_001323217]	0.987341331756843	6.13523257957784	28.2255875397558	1.07967794620962e-07	2.97487872121738e-07
ENSCJPG00005012999	3	96431143	96432216	-1	lncRNA			4.52598432384301	0.548666464650904	35.6255652880242	2.39128586280501e-09	7.63749450516091e-09
ENSCJPG00005013000	3	96431874	96436292	1	lncRNA		uncharacterized LOC107312413 [Source:NCBI gene;Acc:107312413]	4.44590433821748	0.266757889668482	47.6589569626213	5.07199737939034e-12	1.96185266843863e-11
ENSCJPG00005013001	3	96447693	96453538	1	protein_coding	ZNF395	zinc finger protein 395 [Source:NCBI gene;Acc:107312411]	0.152847360728177	3.43574310258896	0.253070364450702	0.614921389102033	0.66058948220718
ENSCJPG00005013002	3	96458431	96462849	-1	protein_coding		prepronociceptin [Source:NCBI gene;Acc:107312439]	1.53772600431666	-2.27542331232124	1.91617186396156	0.166279286643147	0.206829699542404
ENSCJPG00005013003	3	96472751	96480109	1	protein_coding		serine/threonine-protein kinase PDIK1L-like [Source:NCBI gene;Acc:107312398]	-1.72034855090037	5.49875645949934	59.4512950071728	1.25358571357199e-14	5.80277672952272e-14
ENSCJPG00005013004	3	96488015	96566570	-1	protein_coding	ELP3	elongator acetyltransferase complex subunit 3 [Source:NCBI gene;Acc:107312397]	-0.31387614642919	5.09671982495029	2.07897461983892	0.149340467305217	0.187566788484001
ENSCJPG00005013005	3	96573616	96579383	-1	lncRNA			11.5551945271662	6.60766905707375	1087.45639331469	1.75865325125953e-238	6.14697274585694e-236
ENSCJPG00005013006	3	96580690	96598838	-1	protein_coding	FBXO16	F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]	10.0430677264019	7.51652666306968	1355.92758940087	7.93536923248379e-297	4.48675112133142e-294
ENSCJPG00005013007	3	96611476	96644765	1	protein_coding	FZD3	frizzled class receptor 3 [Source:NCBI gene;Acc:107312409]	4.04480087867446	5.29690360058297	75.2696589336789	4.10621438010086e-18	2.31965516435671e-17
ENSCJPG00005013008	3	96652551	96653714	-1	lncRNA			1.79306926585332	0.554284785961809	12.5830487321704	0.000389261225775336	0.000738931352256843
ENSCJPG00005013009	3	96680807	96751912	1	protein_coding	EXTL3	exostosin like glycosyltransferase 3 [Source:NCBI gene;Acc:107312356]	-0.131786293624167	7.33785326753013	0.773265242451487	0.379208815090755	0.430696990852157
ENSCJPG00005013010	3	96756821	96820255	-1	protein_coding	INTS9	integrator complex subunit 9 [Source:NCBI gene;Acc:107312357]	0.950421222846791	5.88820200457886	27.2712067713733	1.76825041486254e-07	4.77427612012887e-07
ENSCJPG00005013011	3	96862358	96916384	1	protein_coding	HMBOX1	homeobox containing 1 [Source:NCBI gene;Acc:107312374]	1.41238492406069	3.87861879610691	19.6469312957567	9.3152794005073e-06	2.12908014737073e-05
ENSCJPG00005013012	3	96942083	97050313	-1	protein_coding	KIF13B	kinesin family member 13B [Source:NCBI gene;Acc:107312370]	1.99780932527984	7.56327936583109	100.709418772363	1.06517848929336e-23	7.82759605434842e-23
ENSCJPG00005013018	3	97126749	97368544	1	protein_coding	MSRA	methionine sulfoxide reductase A [Source:NCBI gene;Acc:107312383]	1.78116232546733	5.70340591088179	67.244737387672	2.39810088055548e-16	1.23100377377299e-15
ENSCJPG00005013020	3	97370839	97382189	1	protein_coding	PRSS55	serine protease 55 [Source:NCBI gene;Acc:107312382]	8.4953223396754	6.09371883310863	678.587316146138	1.35561413831332e-149	1.36441498402802e-147
ENSCJPG00005013021	3	97415259	97448820	-1	protein_coding			3.40234712626789	-1.49370033530049	10.7435957358694	0.00104640814243931	0.00187685670183368
ENSCJPG00005013022	3	97483359	97486676	-1	protein_coding		SRY-box transcription factor 7 [Source:NCBI gene;Acc:107312426]	-3.00142031683333	3.04831661051501	72.8035672220928	1.43217755101377e-17	7.8283142566644e-17
ENSCJPG00005013027	3	97493669	97547140	-1	protein_coding	PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:NCBI gene;Acc:107312402]	-1.46076574745484	4.78880553682745	44.7790161456194	2.20573903448911e-11	8.15444753827284e-11
ENSCJPG00005013029	3	97596681	97711802	-1	protein_coding	XKR6	XK related 6 [Source:NCBI gene;Acc:107312360]	0.317026675079057	1.48530694092409	0.542746026690032	0.461296906817019	0.511889386784251
ENSCJPG00005013031	3	97678907	97679206	1	protein_coding			-0.433231394926171	-2.01047325741312	0.173137591458297	0.677338253074712	0.719082757737368
ENSCJPG00005013032	3	97729917	97730188	-1	protein_coding			4.96668869612617	-0.949831698041467	32.5988433224827	1.13282146655519e-08	3.41552068272539e-08
ENSCJPG00005013034	3	97734163	97734906	1	protein_coding			6.29936027397626	0.16823372496488	60.3221722336538	8.05351034229596e-15	3.76143544267001e-14
ENSCJPG00005013035	3	97738014	97738365	-1	protein_coding		meleagrin-like [Source:NCBI gene;Acc:107312345]	5.01011041399471	-2.05309662588845	13.8801332945884	0.000194847252276233	0.000384060655978499
ENSCJPG00005013036	3	97740806	97741157	1	protein_coding		meleagrin-like [Source:NCBI gene;Acc:107312344]	6.81935380171082	-0.899794633960859	29.6749766199949	5.10900846246099e-08	1.45096142240139e-07
ENSCJPG00005013037	3	97748821	97767170	1	protein_coding	MTMR9	myotubularin related protein 9 [Source:NCBI gene;Acc:107312333]	-2.12727515162842	5.74959630742886	106.51322461002	5.69114450438841e-25	4.43480186268191e-24
ENSCJPG00005013038	3	97779208	97788107	1	protein_coding		L-threonine 3-dehydrogenase, mitochondrial [Source:NCBI gene;Acc:107312408]	-1.31363443278351	6.61036386558564	49.8911010241527	1.62520084452304e-12	6.50080337809214e-12
ENSCJPG00005000791	3	97803165	97823397	-1	protein_coding	FAM167A	family with sequence similarity 167 member A [Source:NCBI gene;Acc:107312431]	-0.6735735263367	0.728136598605702	1.14715899161934	0.284144662782242	0.333194888210675
ENSCJPG00005000798	3	97827903	97859594	1	protein_coding	BLK	BLK proto-oncogene, Src family tyrosine kinase [Source:NCBI gene;Acc:107312432]	-0.1639428505238	0.317115554280845	0.132172496808621	0.716190069392963	0.75532356232227
ENSCJPG00005000807	3	97889405	97896176	1	lncRNA			5.05242659393204	0.224209234205184	24.0008996190153	9.62906993064889e-07	2.42416501239909e-06
ENSCJPG00005000810	3	97911571	97932030	1	protein_coding	GATA4	GATA binding protein 4 [Source:NCBI gene;Acc:107312393]	-2.4523852810008	5.25050801283808	116.363677348856	3.95662254496384e-27	3.34338952986307e-26
ENSCJPG00005000812	3	97937636	97939670	1	protein_coding	NEIL2	nei like DNA glycosylase 2 [Source:NCBI gene;Acc:107312395]	-2.03723822423749	2.51821499155449	13.9857368678446	0.000184202699183279	0.000364124698107902
ENSCJPG00005000819	3	97940404	97950591	1	protein_coding		farnesyl-diphosphate farnesyltransferase 1 [Source:NCBI gene;Acc:107312392]	-2.41658303418557	5.72986281232996	91.3399575255956	1.20992597097863e-21	8.08467739523573e-21
ENSCJPG00005000943	3	97950515	97958455	-1	protein_coding	CTSB	cathepsin B [Source:NCBI gene;Acc:107312410]	-3.65741075346324	9.35739102115436	312.975355467007	4.90990791552795e-70	1.43665250788599e-68
ENSCJPG00005000965	3	97968411	97972970	-1	protein_coding		gallinacin-13 [Source:NCBI gene;Acc:107312335]	0.403717434595616	-2.08986216294229	0.142773919173409	0.705538786861722	0.745685724263552
ENSCJPG00005000979	3	97977121	97977709	-1	protein_coding			-0.60615276077392	-1.95394436077965	0.402644732214622	0.525726558223162	0.573975883421289
ENSCJPG00005000994	3	97979956	97982179	-1	protein_coding		gallinacin-11 [Source:NCBI gene;Acc:107312339]	10.4343822635165	2.49360263950443	112.201038457988	3.22855124919639e-26	2.64185016311323e-25
ENSCJPG00005001000	3	97993206	97995094	1	protein_coding	AvBD10		0.631300581724177	0.541914217779913	0.418564848096088	0.517654027167539	0.565966047788704
ENSCJPG00005001006	3	97999118	98001287	1	protein_coding	AvBD9		-4.75214673541761	2.75470247519526	76.2086171294857	2.55225566395826e-18	1.45290384613366e-17
ENSCJPG00005001019	3	97999162	98005218	-1	protein_coding		gallinacin-8-like [Source:NCBI gene;Acc:107312428]	4.07372611173542	-0.646733732877399	23.0664838073008	1.5649502902315e-06	3.85255530534133e-06
ENSCJPG00005001035	3	98005376	98014559	1	protein_coding			6.44676782067799	0.307951036100629	65.8177439684547	4.94609279247844e-16	2.49171089734291e-15
ENSCJPG00005001043	3	98024046	98025722	1	protein_coding		antimicrobial peptide THP2 [Source:NCBI gene;Acc:107312329]	1.52524067988631	-1.09133236304332	2.70113345469967	0.100276933877896	0.13008460603743
ENSCJPG00005001050	3	98026920	98028652	-1	protein_coding	AvBD1		-1.28727025371374	-2.46342737803227	0.941953695805449	0.331775907064889	0.382217297142412
ENSCJPG00005001067	3	98031046	98032276	-1	protein_coding	AvBD5		-0.734359381567226	-2.09341724884176	0.363321883383404	0.546667109691252	0.594508599689123
ENSCJPG00005001077	3	98034184	98036074	-1	protein_coding			3.69817179369868	-1.28560504644856	13.743270619744	0.000209570270700389	0.000411561843287801
ENSCJPG00005001086	3	98037946	98039208	-1	protein_coding			7.23220196041552	-0.545082131782364	51.2679343703383	8.05811816833406e-13	3.29104023089131e-12
ENSCJPG00005001097	3	98040706	98044441	1	protein_coding	XKR5	XK related 5 [Source:NCBI gene;Acc:107312328]	-0.587010307568868	1.13822768941739	1.78682429153249	0.181313570643601	0.224008488563791
ENSCJPG00005001100	3	98045373	98054370	1	protein_coding	TRAM2	translocation associated membrane protein 2 [Source:NCBI gene;Acc:107312400]	-2.15197375227711	5.38526746224809	125.711033661592	3.55681020699165e-29	3.27315076204918e-28
ENSCJPG00005001110	3	98059955	98076104	-1	protein_coding	EFHC1	EF-hand domain containing 1 [Source:NCBI gene;Acc:107312399]	7.55669778568096	8.78862507931916	584.844376746523	3.31388682310146e-129	2.50811654674419e-127
ENSCJPG00005001120	3	98083505	98090419	-1	protein_coding	PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	2.48423385610685	4.07763115478141	77.0893902343088	1.63392715433139e-18	9.39593646870076e-18
ENSCJPG00005001126	3	98085101	98100952	1	protein_coding	MCM3	minichromosome maintenance complex component 3 [Source:NCBI gene;Acc:107312427]	-0.0755414668839808	6.71643810417435	0.259517400621121	0.61045190098767	0.656411642498432
ENSCJPG00005001135	3	98102225	98107172	1	protein_coding		interleukin-17F-like [Source:NCBI gene;Acc:107312330]	5.59469092461561	2.13676853448169	105.503862618447	9.47131071778313e-25	7.30350891450714e-24
