Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
ENSGALG00000014800	ATP6V1A	ATPase H+ transporting V1 subunit A [Source:NCBI gene;Acc:395821]	1	79969020	79998068	-1	protein_coding
ENSGALG00000048789			1	180296030	180296344	-1	protein_coding
ENSGALG00000016552	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]	1	123259095	123270120	-1	protein_coding
ENSGALG00000051135	BCL2L11	BCL2 like 11 [Source:NCBI gene;Acc:107052854]	3	3133521	3141086	1	protein_coding
ENSGALG00000017136	GJB6	gap junction protein beta 6 [Source:NCBI gene;Acc:395771]	1	180268523	180278083	1	protein_coding
ENSGALG00000053112			6	19012322	19019069	-1	protein_coding
ENSGALG00000012067	LMLN	leishmanolysin like peptidase [Source:NCBI gene;Acc:424264]	7	28207851	28216993	-1	protein_coding
ENSGALG00000002445	KIAA0319L	KIAA0319 like [Source:NCBI gene;Acc:419634]	23	4459155	4486555	1	protein_coding
ENSGALG00000008233	BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:NCBI gene;Acc:421226]	3	3107742	3127503	1	protein_coding
ENSGALG00000054474			Z	59770271	59779634	-1	protein_coding
ENSGALG00000019662	SLC25A40	solute carrier family 25 member 40 [Source:NCBI gene;Acc:772037]	2	20813825	20827731	-1	protein_coding
ENSGALG00000015803	KDM3A	lysine demethylase 3A [Source:NCBI gene;Acc:422917]	4	85573746	85600909	1	protein_coding
ENSGALG00000030826	CLCN7	chloride voltage-gated channel 7 [Source:NCBI gene;Acc:416656]	14	12684836	12701562	-1	protein_coding
ENSGALG00000042554	ABCD2	ATP binding cassette subfamily D member 2 [Source:NCBI gene;Acc:417694]	1	15407886	15449742	1	protein_coding
ENSGALG00000041547	DCP1A	decapping mRNA 1A [Source:NCBI gene;Acc:415992]	12	7384085	7412900	-1	protein_coding
ENSGALG00000017135	CRYL1	crystallin lambda 1 [Source:NCBI gene;Acc:418953]	1	180188436	180238997	1	protein_coding
ENSGALG00000011608		inverted formin, FH2 and WH2 domain containing [Source:NCBI gene;Acc:423492]	5	51691469	51709667	1	protein_coding
ENSGALG00000051502			Z	59697016	59762405	-1	protein_coding
ENSGALG00000047856	gga-mir-12275	gga-mir-12275 [Source:miRBase;Acc:MI0040743]	4	85499594	85499656	-1	miRNA
ENSGALG00000016551	AP1S2	adaptor related protein complex 1 sigma 2 subunit [Source:NCBI gene;Acc:418621]	1	123220541	123254525	1	protein_coding
ENSGALG00000035940	SLC2A13	solute carrier family 2 member 13 [Source:NCBI gene;Acc:769652]	1	15243988	15377569	1	protein_coding
ENSGALG00000017932	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	4	62283776	62283940	-1	snRNA
ENSGALG00000012061		glycerol-3-phosphate dehydrogenase 1-like 2 [Source:NCBI gene;Acc:424263]	7	28185901	28203831	1	protein_coding
ENSGALG00000007084	DUSP12	dual specificity phosphatase 12 [Source:NCBI gene;Acc:425349]	1	79964642	79968560	1	protein_coding
ENSGALG00000032066			Z	59619650	59684887	-1	protein_coding
ENSGALG00000014453	FAM46C	family with sequence similarity 46 member C [Source:NCBI gene;Acc:426544]	1	79952697	79957248	-1	protein_coding
ENSGALG00000017134	IFT88	intraflagellar transport 88 [Source:NCBI gene;Acc:418952]	1	180148363	180181761	-1	protein_coding
ENSGALG00000035580	MPP2	membrane palmitoylated protein 2 [Source:NCBI gene;Acc:420006]	27	8012005	8018369	-1	protein_coding
ENSGALG00000006843	NCBP2	nuclear cap binding protein subunit 2, 20kDa [Source:NCBI gene;Acc:424889]	9	12577515	12614155	-1	protein_coding
ENSGALG00000013568	NR4A3	nuclear receptor subfamily 4 group A member 3 [Source:NCBI gene;Acc:420996]	2	89365079	89385555	-1	protein_coding
ENSGALG00000004529	VPS29	VPS29, retromer complex component [Source:NCBI gene;Acc:416867]	15	6236515	6242716	-1	protein_coding
ENSGALG00000010440	MKNK1	MAP kinase interacting serine/threonine kinase 1 [Source:NCBI gene;Acc:771961]	8	22150522	22174621	-1	protein_coding
ENSGALG00000015458	ILDR2	immunoglobulin-like domain containing receptor 2 [Source:NCBI gene;Acc:418447]	1	93259644	93288991	1	protein_coding
ENSGALG00000008198	TPCN3	two-pore calcium channel 3 [Source:NCBI gene;Acc:421224]	3	3091851	3106753	1	protein_coding
ENSGALG00000008954	RUNDC3B	RUN domain containing 3B [Source:NCBI gene;Acc:420535]	2	20768642	20810312	1	protein_coding
ENSGALG00000013022	CACNA1C	calcium voltage-gated channel subunit alpha1 C [Source:NCBI gene;Acc:395891]	1	61134027	61599794	1	protein_coding
ENSGALG00000052233			4	61878070	61879305	-1	protein_coding
ENSGALG00000002408	NCDN	neurochondrin [Source:NCBI gene;Acc:419633]	23	4453389	4458518	-1	protein_coding
ENSGALG00000050058	REEP1	receptor accessory protein 1 [Source:NCBI gene;Acc:771776]	4	85498153	85557858	-1	protein_coding
ENSGALG00000050205		uncharacterized LOC768416 [Source:NCBI gene;Acc:768416]	6	985563	992761	-1	protein_coding
ENSGALG00000053132		WD repeat domain 73 [Source:NCBI gene;Acc:425698]	1	195654498	195660381	1	protein_coding
ENSGALG00000027448			27	7993206	7993268	1	misc_RNA
ENSGALG00000050822		uncharacterized LOC107055098 [Source:NCBI gene;Acc:107055098]	25	2340862	2342229	-1	protein_coding
ENSGALG00000040758	INSR	insulin receptor [Source:NCBI gene;Acc:420133]	28	4218437	4253117	-1	protein_coding
ENSGALG00000038512	AGTR1	angiotensin II receptor type 1 [Source:NCBI gene;Acc:396065]	9	12538281	12559258	1	protein_coding
ENSGALG00000003569	TMEM130	transmembrane protein 130 [Source:NCBI gene;Acc:416439]	14	1712152	1721236	-1	protein_coding
ENSGALG00000008378	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 [Source:NCBI gene;Acc:416115]	12	19736835	19803309	-1	protein_coding
ENSGALG00000009445	INPP5F	inositol polyphosphate-5-phosphatase F [Source:NCBI gene;Acc:423932]	6	31268250	31304876	1	protein_coding
ENSGALG00000025335			8	22123280	22123365	1	miRNA
ENSGALG00000050789	gga-mir-7478	gga-mir-7478 [Source:miRBase;Acc:MI0024151]	6	969197	969274	1	miRNA
ENSGALG00000032499	ANAPC15	anaphase promoting complex subunit 15 [Source:NCBI gene;Acc:100857405]	1	195634141	195636411	-1	protein_coding
ENSGALG00000015205	TYRP1	tyrosinase related protein 1 [Source:NCBI gene;Acc:395913]	Z	30823102	30833822	-1	protein_coding
ENSGALG00000029799		protein TsetseEP-like [Source:NCBI gene;Acc:107049024]	25	2335912	2338694	1	protein_coding
ENSGALG00000001725	TNRC6C	trinucleotide repeat containing 6C [Source:NCBI gene;Acc:417348]	18	4009885	4059271	1	protein_coding
ENSGALG00000012059	OSBPL11	oxysterol binding protein like 11 [Source:NCBI gene;Acc:424262]	7	28150921	28172550	-1	protein_coding
ENSGALG00000005309	TKT	transketolase like 1 [Source:NCBI gene;Acc:415991]	12	7348689	7371332	-1	protein_coding
ENSGALG00000040007	IL17D	interleukin 17D [Source:HGNC Symbol;Acc:HGNC:5984]	1	180137515	180137865	-1	protein_coding
ENSGALG00000010436	DMBX1	diencephalon/mesencephalon homeobox 1 [Source:NCBI gene;Acc:395271]	8	22017662	22023808	-1	protein_coding
ENSGALG00000029175	EFNB2	ephrin B2 [Source:NCBI gene;Acc:395625]	1	142513096	142555148	1	protein_coding
ENSGALG00000025915	ARRDC3	arrestin domain containing 3 [Source:NCBI gene;Acc:427107]	Z	59536399	59549088	1	protein_coding
ENSGALG00000006109	MAPK8	mitogen-activated protein kinase 8 [Source:NCBI gene;Acc:423778]	6	19006936	19110449	1	protein_coding
ENSGALG00000011590	TMEM179	transmembrane protein 179 [Source:NCBI gene;Acc:423491]	5	51598336	51605594	-1	protein_coding
ENSGALG00000022950	MRPL35	mitochondrial ribosomal protein L35 [Source:NCBI gene;Acc:422914]	4	85493267	85495164	1	protein_coding
ENSGALG00000039497	TFAP2E	transcription factor AP-2 epsilon [Source:NCBI gene;Acc:419631]	23	4435349	4450593	-1	protein_coding
ENSGALG00000012055		anti-Mullerian hormone receptor, type II [Source:NCBI gene;Acc:424261]	7	28122092	28146591	1	protein_coding
ENSGALG00000008195	NPHP1	nephrocystin 1 [Source:NCBI gene;Acc:421223]	3	3072614	3092030	-1	protein_coding
ENSGALG00000026421	PSMB2	proteasome subunit beta 2 [Source:NCBI gene;Acc:419630]	23	4418139	4426935	1	protein_coding
ENSGALG00000017133	EEF1AKMT1	eukaryotic translation elongation factor 1 alpha lysine methyltransferase 1 [Source:NCBI gene;Acc:418951]	1	180122191	180131960	1	protein_coding
ENSGALG00000008272	TMED3	transmembrane p24 trafficking protein 3 [Source:NCBI gene;Acc:415580]	10	20422863	20424795	1	protein_coding
ENSGALG00000040598	gga-mir-6611	gga-mir-6611 [Source:miRBase;Acc:MI0022430]	9	12476302	12476411	-1	miRNA
ENSGALG00000029932	LURAP1L	leucine rich adaptor protein 1-like [Source:NCBI gene;Acc:768654]	Z	30770192	30796780	-1	protein_coding
ENSGALG00000031497			6	918364	920573	1	protein_coding
ENSGALG00000031726	MAPRE3	microtubule associated protein RP/EB family member 3 [Source:NCBI gene;Acc:100857732]	3	104543182	104547654	-1	protein_coding
ENSGALG00000049580			Z	30442781	30444658	1	protein_coding
ENSGALG00000049198			Z	30399134	30399228	-1	miRNA
ENSGALG00000030576		ankyrin repeat domain 34C [Source:NCBI gene;Acc:415579]	10	20420143	20421618	1	protein_coding
ENSGALG00000035375	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing [Source:NCBI gene;Acc:100857436]	1	195632213	195634015	1	protein_coding
ENSGALG00000049060		uncharacterized LOC107055097 [Source:NCBI gene;Acc:107055097]	25	2319175	2321665	-1	protein_coding
ENSGALG00000027779			Z	58822719	58822905	-1	misc_RNA
ENSGALG00000011581	KIF26A	kinesin family member 26A [Source:NCBI gene;Acc:423489]	5	50931834	50997535	1	protein_coding
ENSGALG00000027960	GRPR	gastrin releasing peptide receptor [Source:NCBI gene;Acc:378928]	1	123085239	123107985	-1	protein_coding
ENSGALG00000027907	NR2F1	nuclear receptor subfamily 2 group F member 1 [Source:NCBI gene;Acc:100859519]	Z	58579552	58587854	-1	protein_coding
ENSGALG00000018259	gga-mir-184	gga-mir-184 [Source:miRBase;Acc:MI0001227]	10	20409572	20409645	1	miRNA
ENSGALG00000047718			Z	30305109	30306674	1	protein_coding
ENSGALG00000052740	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	3	104542276	104542439	-1	snRNA
ENSGALG00000051984		cadherin 3 [Source:NCBI gene;Acc:414845]	11	18864163	18869862	1	pseudogene
ENSGALG00000035717	HSPG2	heparan sulfate proteoglycan 2 [Source:NCBI gene;Acc:429806]	21	6542875	6568734	1	protein_coding
ENSGALG00000016438	MELK	maternal embryonic leucine zipper kinase [Source:NCBI gene;Acc:428391]	Z	82200619	82223072	-1	protein_coding
ENSGALG00000049399	DCAF15	DDB1 and CUL4 associated factor 15 [Source:NCBI gene;Acc:112530997]	30	1350620	1359010	-1	protein_coding
ENSGALG00000050119	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:NCBI gene;Acc:100857186]	1	195624139	195629416	-1	protein_coding
ENSGALG00000050302			Z	29499350	29500837	1	protein_coding
ENSGALG00000031281			3	104535958	104539304	-1	protein_coding
ENSGALG00000002765	NBR1	NBR1, autophagy cargo receptor [Source:NCBI gene;Acc:420007]	27	7990870	8009225	1	protein_coding
ENSGALG00000040532	ZIC1	Zic family member 1 [Source:NCBI gene;Acc:374103]	9	12074565	12078458	1	protein_coding
ENSGALG00000051202		leucine-rich repeat-containing protein 51-like [Source:NCBI gene;Acc:107052453]	1	195622148	195623937	1	protein_coding
ENSGALG00000009433	BAG3	BCL2 associated athanogene 3 [Source:NCBI gene;Acc:423931]	6	31229092	31246998	1	protein_coding
ENSGALG00000054237			Z	29494867	29494961	-1	miRNA
ENSGALG00000016855	ARGLU1	arginine and glutamate rich 1 [Source:NCBI gene;Acc:418765]	1	142495383	142506971	1	protein_coding
ENSGALG00000008676	RRBP1	ribosome binding protein 1 [Source:NCBI gene;Acc:396414]	3	15616824	15644373	1	protein_coding
ENSGALG00000012123	PAX6	paired box 6 [Source:NCBI gene;Acc:395943]	5	5444151	5461448	-1	protein_coding
ENSGALG00000029536	VPS11	VPS11, CORVET/HOPS core subunit [Source:NCBI gene;Acc:419702]	24	77314	151086	-1	protein_coding
ENSGALG00000051443	C1orf216	chromosome 23 C1orf216 homolog [Source:NCBI gene;Acc:770397]	23	4394410	4396671	1	protein_coding
ENSGALG00000053556			Z	29368981	29370468	1	protein_coding
ENSGALG00000047911			25	2305874	2309799	-1	protein_coding
ENSGALG00000006810	ZIC4	Zic family member 4 [Source:NCBI gene;Acc:424885]	9	12056956	12064322	-1	protein_coding
ENSGALG00000050727			Z	29432826	29434268	-1	protein_coding
ENSGALG00000033404	RARG	retinoic acid receptor gamma-like [Source:NCBI gene;Acc:107051537]	33	7203263	7213958	1	protein_coding
ENSGALG00000003572	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18 [Source:NCBI gene;Acc:420132]	28	4172075	4211793	-1	protein_coding
ENSGALG00000022762		family with sequence similarity 155 member A [Source:HGNC Symbol;Acc:HGNC:33877]	1	142238918	142254571	1	protein_coding
ENSGALG00000023882	MALL	mal, T-cell differentiation protein like [Source:NCBI gene;Acc:421222]	3	3067991	3070900	-1	protein_coding
ENSGALG00000051711			6	813917	901213	-1	protein_coding
ENSGALG00000010433		fatty acid amide hydrolase [Source:NCBI gene;Acc:424614]	8	21981390	21991112	-1	protein_coding
ENSGALG00000018329	gga-mir-203a	gga-mir-203a [Source:miRBase;Acc:MI0001214]	5	50883048	50883145	1	miRNA
ENSGALG00000037983	LUC7L	LUC7 like [Source:NCBI gene;Acc:416654]	14	12661871	12678159	-1	protein_coding
ENSGALG00000010812	RYR2	ryanodine receptor 2 [Source:NCBI gene;Acc:421508]	3	37258840	37528009	-1	protein_coding
ENSGALG00000015783	IMMT	inner membrane mitochondrial protein [Source:NCBI gene;Acc:422912]	4	85480276	85493124	-1	protein_coding
ENSGALG00000003849	TRPM1	transient receptor potential cation channel subfamily M member 1 [Source:NCBI gene;Acc:427494]	10	6125779	6175117	1	protein_coding
ENSGALG00000038752		transmembrane protein 40-like [Source:NCBI gene;Acc:100859425]	12	7333284	7346198	1	protein_coding
ENSGALG00000008182	CHAC2	ChaC cation transport regulator homolog 2 [Source:NCBI gene;Acc:421221]	3	3044379	3055276	-1	protein_coding
ENSGALG00000043133	gga-mir-1564	gga-mir-1564 [Source:miRBase;Acc:MI0007289]	14	12661769	12661839	-1	miRNA
ENSGALG00000017132	XPO4	exportin 4 [Source:NCBI gene;Acc:428081]	1	180044064	180112332	1	protein_coding
ENSGALG00000011572	ASPG	asparaginase [Source:NCBI gene;Acc:772201]	5	50822509	50872096	1	protein_coding
ENSGALG00000012052	SNX4	sorting nexin 4 [Source:NCBI gene;Acc:424260]	7	28087994	28116724	-1	protein_coding
ENSGALG00000053916	ABCB1	ATP binding cassette subfamily B member 1 [Source:NCBI gene;Acc:395712]	2	20712045	20753904	-1	protein_coding
ENSGALG00000014661	FAM172A	family with sequence similarity 172 member A [Source:NCBI gene;Acc:427109]	Z	58296404	58559444	1	protein_coding
ENSGALG00000017860	SNORD94	small nucleolar RNA, C/D box 94 [Source:HGNC Symbol;Acc:HGNC:32756]	4	85470899	85471041	1	snoRNA
ENSGALG00000014794	GDAP2	ganglioside induced differentiation associated protein 2 [Source:NCBI gene;Acc:425913]	1	79906673	79928553	1	protein_coding
ENSGALG00000052158			1	142112756	142116037	1	protein_coding
ENSGALG00000008373	STRADB	STE20-related kinase adaptor beta [Source:NCBI gene;Acc:424083]	7	11490898	11499873	1	protein_coding
ENSGALG00000050857	PTPN20	FERM and PDZ domain containing 2 [Source:NCBI gene;Acc:423777]	6	18988964	19006416	-1	protein_coding
ENSGALG00000002346	CLSPN	claspin [Source:NCBI gene;Acc:428223]	23	4371910	4385436	1	protein_coding
ENSGALG00000008176	ASB3	ankyrin repeat and SOCS box containing 3 [Source:NCBI gene;Acc:428545]	3	3041079	3073674	1	protein_coding
ENSGALG00000053657	LATS2	large tumor suppressor kinase 2 [Source:NCBI gene;Acc:418949]	1	179980747	180021121	1	protein_coding
ENSGALG00000031303	FAM234A	family with sequence similarity 234 member A [Source:NCBI gene;Acc:416653]	14	12643211	12658411	-1	protein_coding
ENSGALG00000005249	BICD2	BICD cargo adaptor 2 [Source:NCBI gene;Acc:415990]	12	7222115	7298893	-1	protein_coding
ENSGALG00000005985	GDF10	growth differentiation factor 10 [Source:HGNC Symbol;Acc:HGNC:4215]	6	18850965	18862872	-1	protein_coding
ENSGALG00000048226			5	50805289	50817349	1	protein_coding
ENSGALG00000017129	SAP18	Sin3A associated protein 18 [Source:NCBI gene;Acc:374206]	1	179947226	179950091	-1	protein_coding
ENSGALG00000026590	KLF13	Kruppel like factor 13 [Source:NCBI gene;Acc:427493]	10	6022200	6048656	-1	protein_coding
ENSGALG00000005981	GDF2	growth differentiation factor 2 [Source:NCBI gene;Acc:396412]	6	18841742	18845428	-1	protein_coding
ENSGALG00000014664	KIAA0825	KIAA0825 [Source:NCBI gene;Acc:427110]	Z	58062811	58282346	1	protein_coding
ENSGALG00000016549	CTPS2	CTP synthase 2 [Source:NCBI gene;Acc:418620]	1	122843957	122900758	1	protein_coding
ENSGALG00000008262	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1 [Source:NCBI gene;Acc:415578]	10	20370328	20388562	-1	protein_coding
ENSGALG00000054823	SLC30A3	solute carrier family 30 member 3 [Source:NCBI gene;Acc:101751860]	3	104528617	104532206	1	protein_coding
ENSGALG00000008172	ERLEC1	endoplasmic reticulum lectin 1 [Source:NCBI gene;Acc:101751309]	3	3030269	3041396	-1	protein_coding
ENSGALG00000047513			10	5964740	5964788	1	miRNA
ENSGALG00000005978	RBP3	retinol binding protein 3 [Source:NCBI gene;Acc:395553]	6	18815478	18829935	-1	protein_coding
ENSGALG00000012049	ZNF148	zinc finger protein 148 [Source:NCBI gene;Acc:424259]	7	28037739	28054010	-1	protein_coding
ENSGALG00000007161	LRRK2	leucine rich repeat kinase 2 [Source:NCBI gene;Acc:427844]	1	15135366	15199297	-1	protein_coding
ENSGALG00000008912	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1-like A [Source:NCBI gene;Acc:420534]	2	20665075	20706383	-1	protein_coding
ENSGALG00000017128	SKA3	spindle and kinetochore associated complex subunit 3 [Source:NCBI gene;Acc:418948]	1	179931545	179940988	1	protein_coding
ENSGALG00000041344	FABP5	fatty acid binding protein 5 [Source:NCBI gene;Acc:420197]	2	121272547	121278022	1	protein_coding
ENSGALG00000040648	RGS11	regulator of G-protein signaling 11 [Source:NCBI gene;Acc:395621]	14	12636579	12640641	1	protein_coding
ENSGALG00000008166	TLR15	Gallus gallus toll-like receptor 15 (TLR15), mRNA. [Source:RefSeq mRNA;Acc:NM_001037835]	3	3021579	3025935	-1	protein_coding
ENSGALG00000011565	TDRD9	tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]	5	50786850	50808516	1	protein_coding
ENSGALG00000003802	OTUD7A	OTU deubiquitinase 7A [Source:NCBI gene;Acc:415380]	10	5926089	5995672	1	protein_coding
ENSGALG00000039783	MRPL57	mitochondrial ribosomal protein L57 [Source:NCBI gene;Acc:771615]	1	179929406	179931454	-1	protein_coding
ENSGALG00000045127			7	28024536	28030214	-1	protein_coding
ENSGALG00000008165	GPR75	G protein-coupled receptor 75 [Source:HGNC Symbol;Acc:HGNC:4526]	3	3016904	3018514	1	protein_coding
ENSGALG00000037867	MRPL53	mitochondrial ribosomal protein L53 [Source:NCBI gene;Acc:420196]	2	121261331	121266050	1	protein_coding
ENSGALG00000010778	CHRM3	cholinergic receptor muscarinic 3 [Source:NCBI gene;Acc:396364]	3	36486653	36741396	-1	protein_coding
ENSGALG00000016548	SYAP1	synapse associated protein 1 [Source:NCBI gene;Acc:418619]	1	122824941	122843890	-1	protein_coding
ENSGALG00000005975	ZNF488	zinc finger protein 488 [Source:NCBI gene;Acc:428956]	6	18791954	18809656	1	protein_coding
ENSGALG00000014791	WDR3	WD repeat domain 3 [Source:NCBI gene;Acc:427952]	1	79884289	79906621	-1	protein_coding
ENSGALG00000015773	PTCD3	pentatricopeptide repeat domain 3 [Source:NCBI gene;Acc:422911]	4	85464568	85479658	1	protein_coding
ENSGALG00000027932	SLF1	SMC5-SMC6 complex localization factor 1 [Source:NCBI gene;Acc:427111]	Z	58014953	58053068	-1	protein_coding
ENSGALG00000027643	RD3L	retinal degeneration 3-like [Source:NCBI gene;Acc:772190]	5	50768169	50771131	-1	protein_coding
ENSGALG00000039713	AGO4	argonaute 4, RISC catalytic component [Source:NCBI gene;Acc:419629]	23	4358966	4370617	-1	protein_coding
ENSGALG00000034188	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:NCBI gene;Acc:420195]	2	121112771	121187441	-1	protein_coding
ENSGALG00000008813	CROT	carnitine O-octanoyltransferase [Source:NCBI gene;Acc:420533]	2	20644330	20664067	1	protein_coding
ENSGALG00000049395		Rho GDP dissociation inhibitor gamma [Source:NCBI gene;Acc:100858938]	14	12632513	12635953	-1	protein_coding
