geneSymbol	Chromosome	GeneStart	GeneEnd	GeneType	GeneName	GeneDescription	logFC_brain	logCPM_brain	Pvalue_brain	adjP_brain	logFC_gonad	logCPM_gonad	Pvalue_gonad	adjP_gonad
ENSCJPG00005019673	1	147663334	147692740	lncRNA			-0.913732867	2.272595136	0.34682205	0.999994659	1.103220994	1.155942102	0.029658014	0.042659608
ENSCJPG00005019678	1	147920620	147995014	lncRNA			-4.520450232	-2.039594807	0.010958322	0.746211903	7.243970264	1.074220589	3.99E-10	1.34E-09
ENSCJPG00005019679	1	148213219	148238567	protein_coding	OLFM4	olfactomedin 4 [Source:NCBI gene;Acc:107308099]	0.321797009	-1.977803337	0.769373757	0.999994659	2.180809186	-0.889068356	0.032733005	0.046608347
ENSCJPG00005019680	1	148331642	148335582	protein_coding	PCDH8	protocadherin 8 [Source:NCBI gene;Acc:107308101]	0.44651908	5.80822974	0.380039092	0.999994659	-1.001545873	3.172830007	0.004190416	0.006905835
ENSCJPG00005019681	1	148350445	148358713	protein_coding	CNMD	chondromodulin [Source:NCBI gene;Acc:107308233]	-0.93406943	0.108244369	0.098408606	0.999994659	4.552789987	0.762236314	4.61E-06	1.09E-05
ENSCJPG00005019682	1	148364149	148388094	protein_coding	SUGT1	"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:NCBI gene;Acc:107308106]"	0.068534133	6.510099098	0.726952688	0.999994659	-0.502133128	6.640803504	0.010393761	0.016114982
ENSCJPG00005019683	1	148390590	148421245	protein_coding	ELF1	E74 like ETS transcription factor 1 [Source:NCBI gene;Acc:107308103]	0.174455336	3.866805114	0.512977267	0.999994659	-0.294575067	5.390620652	0.108760265	0.140266156
ENSCJPG00005019684	1	148460632	148471911	protein_coding	WBP4	WW domain binding protein 4 [Source:NCBI gene;Acc:107308105]	0.009237193	5.757807266	0.966252157	0.999994659	-1.580976453	5.931773875	5.51E-20	3.40E-19
ENSCJPG00005019685	1	148476478	148486051	protein_coding	MTRF1	mitochondrial translation release factor 1 [Source:NCBI gene;Acc:107308104]	-0.076528622	4.201529794	0.770103256	0.999994659	1.986798381	5.405404862	6.97E-25	5.41E-24
ENSCJPG00005019686	1	148491866	148546195	protein_coding	NAA16	"N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:NCBI gene;Acc:107308102]"	-0.065923795	5.510138687	0.777792445	0.999994659	-0.288266491	5.858055788	0.115023958	0.147749604
ENSCJPG00005019688	1	148554330	148559362	protein_coding	RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]	-0.114539567	3.863708876	0.697976576	0.999994659	-0.828811901	3.517211408	0.005411782	0.008775265
ENSCJPG00005019697	1	148577298	148728555	protein_coding	VWA8	von Willebrand factor A domain containing 8 [Source:NCBI gene;Acc:107308108]	-0.031626239	6.080449871	0.879014345	0.999994659	0.565410031	5.577792676	0.00094872	0.001711542
ENSCJPG00005019705	1	148795120	148892608	protein_coding	DGKH	diacylglycerol kinase eta [Source:NCBI gene;Acc:107308109]	-0.760009827	5.126627885	0.063231413	0.999994659	-0.503527911	2.109510112	0.168711013	0.20965097
ENSCJPG00005019706	1	148919219	148946791	protein_coding	AKAP11	A-kinase anchoring protein 11 [Source:NCBI gene;Acc:107308111]	-0.01285149	7.124130448	0.956780299	0.999994659	-0.546774964	5.866348155	0.005788085	0.009344935
ENSCJPG00005019710	1	149019757	149038778	protein_coding	TNFSF11	TNF superfamily member 11 [Source:NCBI gene;Acc:107308113]	-0.419445377	-0.929184196	0.525164413	0.999994659	-2.589061578	1.441110567	9.78E-08	2.70E-07
ENSCJPG00005019712	1	149095607	149099806	protein_coding			-0.139858223	-2.158119096	0.908074987	0.999994659	2.775584503	-2.203479185	0.015436867	0.023216894
ENSCJPG00005019713	1	149167207	149205708	protein_coding		epithelial stromal interaction 1 [Source:NCBI gene;Acc:107308115]	0.244466547	0.814714501	0.64861187	0.999994659	-3.118888718	3.145822599	2.21E-05	4.87E-05
ENSCJPG00005019714	1	149223850	149238277	protein_coding	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15 [Source:NCBI gene;Acc:107308116]	0.042656347	4.502381001	0.86765646	0.999994659	2.060430363	5.514412776	7.88E-25	6.10E-24
ENSCJPG00005019715	1	149251841	149255218	lncRNA			-2.835703985	-2.494281568	0.083799486	0.999994659	3.944638281	-1.108098616	0.001413633	0.002488843
ENSCJPG00005019716	1	149269392	149410334	protein_coding	ENOX1	ecto-NOX disulfide-thiol exchanger 1 [Source:NCBI gene;Acc:107308117]	-0.147437062	5.603564509	0.589038116	0.999994659	-2.32221678	2.352630888	6.44E-09	1.99E-08
ENSCJPG00005019717	1	149411277	149633204	lncRNA			-0.322428112	2.594676394	0.392411489	0.999994659	-0.567365592	0.319349996	0.276007565	0.324583681
ENSCJPG00005019718	1	149652128	149675239	protein_coding		laccase domain containing 1 [Source:NCBI gene;Acc:107308118]	0.189343725	-1.614094925	0.865125986	0.999994659	2.161150912	1.852766927	3.02E-05	6.55E-05
ENSCJPG00005019719	1	149654552	149662226	protein_coding	CCDC122	coiled-coil domain containing 122 [Source:NCBI gene;Acc:107308119]	0.297498441	-1.739889294	0.769866816	0.999994659	8.208016735	3.28581894	5.06E-43	7.67E-42
ENSCJPG00005019720	1	149707373	149714414	lncRNA			1.561041098	-0.951519657	0.046518551	0.999994659	-0.896496419	-0.882029504	0.329017885	0.379335482
ENSCJPG00005019721	1	149791355	149792780	lncRNA			0.448493618	-0.285477265	0.706901852	0.999994659	1.122221012	-0.956437083	0.071931606	0.096815319
ENSCJPG00005019722	1	149804254	149807366	lncRNA			0.480000196	-1.600163234	0.586844684	0.999994659	1.882235267	-1.727957972	0.108747055	0.14025853
ENSCJPG00005019723	1	149876310	149878200	protein_coding		TSC22 domain family member 1 [Source:NCBI gene;Acc:107308121]	-0.01223241	8.502853316	0.963910076	0.999994659	-0.825430163	5.865141285	3.26E-05	7.04E-05
ENSCJPG00005019724	1	149898602	149937840	protein_coding			-0.162312286	6.380413615	0.428143054	0.999994659	0.055267771	6.025237083	0.733002209	0.770223256
ENSCJPG00005019725	1	149942393	149951198	lncRNA			1.773152007	-2.612861781	0.283766964	0.999994659	6.525342006	0.339925612	7.33E-08	2.06E-07
ENSCJPG00005019726	1	150003221	150015698	lncRNA			-1.693280932	-0.230269561	0.192881194	0.999994659	0.745592204	-1.531609661	0.435952707	0.48745157
ENSCJPG00005019727	1	150035984	150059578	protein_coding	NUFIP1	nuclear FMR1 interacting protein 1 [Source:NCBI gene;Acc:107308124]	0.02715173	4.804604722	0.904328872	0.999994659	-0.188555409	7.538644523	0.20594035	0.248899616
ENSCJPG00005019728	1	150059480	150073190	protein_coding	GPALPP1	GPALPP motifs containing 1 [Source:NCBI gene;Acc:107308126]	-0.038068488	4.738476918	0.869539509	0.999994659	-0.474402455	4.563935504	0.026621743	0.038586774
ENSCJPG00005019729	1	150086743	150161589	protein_coding	GTF2F2	general transcription factor IIF subunit 2 [Source:NCBI gene;Acc:107308234]	-0.055308585	4.177797635	0.844358558	0.999994659	0.1851568	4.284377121	0.435631626	0.487339247
ENSCJPG00005019730	1	150111498	150112271	protein_coding	KCTD4	potassium channel tetramerization domain containing 4 [Source:NCBI gene;Acc:107308127]	0.135808789	4.897289106	0.804841257	0.999994659	0.871254951	-1.257836149	0.310990567	0.360084483
ENSCJPG00005019731	1	150166813	150166948	snoRNA			0.00984612	0.740510639	0.982877212	0.999994659	-1.502096918	0.220131801	0.002872642	0.004843756
ENSCJPG00005019732	1	150167758	150167888	snoRNA			-0.467032386	0.666480593	0.449323968	0.999994659	-1.308599742	-0.479914228	0.018078476	0.026866159
ENSCJPG00005019733	1	150169069	150171247	protein_coding	TPT1	"tumor protein, translationally-controlled 1 [Source:NCBI gene;Acc:107308128]"	0.074497551	9.469547906	0.698808437	0.999994659	-0.298459756	9.646661382	0.052909827	0.072704683
ENSCJPG00005019734	1	150180905	150186518	protein_coding	SLC25A30	solute carrier family 25 member 30 [Source:NCBI gene;Acc:107308129]	-0.103849159	1.49787847	0.793232953	0.999994659	-2.538302331	4.475351015	1.93E-20	1.23E-19
ENSCJPG00005019735	1	150183516	150214958	protein_coding	COG3	component of oligomeric golgi complex 3 [Source:NCBI gene;Acc:107308130]	-0.032062468	4.920448755	0.884216136	0.999994659	-0.673472485	5.256096389	0.001444268	0.002539756
ENSCJPG00005019753	1	150215461	150233354	protein_coding		glutamate rich 6B [Source:NCBI gene;Acc:107308131]	0.482144026	0.170687454	0.559401683	0.999994659	9.168087608	6.485511043	9.34E-164	1.20E-161
ENSCJPG00005019754	1	150254634	150255617	protein_coding		chibby family member 2 [Source:NCBI gene;Acc:107308132]	-0.454355143	0.349276364	0.481252627	0.999994659	10.56577641	9.849516426	3.18E-55	6.79E-54
ENSCJPG00005019755	1	150282057	150314725	protein_coding	SIAH3	siah E3 ubiquitin protein ligase family member 3 [Source:NCBI gene;Acc:107308133]	0.554353867	3.277091454	0.265007717	0.999994659	-0.496927003	-2.150857528	0.640908815	0.68496229
ENSCJPG00005019756	1	150336530	150375387	protein_coding	ZC3H13	zinc finger CCCH-type containing 13 [Source:NCBI gene;Acc:107308134]	-0.023441931	8.831236747	0.900441278	0.999994659	2.401831221	9.388156111	8.27E-60	1.98E-58
ENSCJPG00005019757	1	150381760	150393715	protein_coding	CPB2	carboxypeptidase B2 [Source:NCBI gene;Acc:107308136]	1.788677529	-2.610573804	0.281777045	0.999994659	3.090543563	-0.500992282	0.001248714	0.002217782
ENSCJPG00005019758	1	150401389	150415882	protein_coding	LCP1	lymphocyte cytosolic protein 1 [Source:NCBI gene;Acc:107308139]	-0.088752277	4.139982365	0.833266366	0.999994659	1.638808533	6.42574537	3.42E-09	1.08E-08
ENSCJPG00005019759	1	150427049	150438458	lncRNA			-0.087355927	-1.548189032	0.943361957	0.999994659	2.847889438	-0.441449604	2.74E-05	5.98E-05
ENSCJPG00005019760	1	150440430	150455557	protein_coding		leucine rich repeat containing 63 [Source:NCBI gene;Acc:107308138]	-1.410683792	-0.847300469	0.206860366	0.999994659	7.98589019	5.196069071	8.91E-101	4.27E-99
ENSCJPG00005019761	1	150461554	150479697	protein_coding	RUBCNL	rubicon like autophagy enhancer [Source:NCBI gene;Acc:107308141]	-1.05118494	5.997339297	0.26884744	0.999994659	-0.74986558	3.933058529	0.009296047	0.014520778
ENSCJPG00005019762	1	150531281	150630243	protein_coding	LRCH1	leucine rich repeats and calponin homology domain containing 1 [Source:NCBI gene;Acc:107308142]	-0.492629248	6.361538973	0.121805138	0.999994659	-0.764511047	3.620346361	0.008552154	0.013431913
ENSCJPG00005019763	1	150633331	150638005	protein_coding	ESD	esterase D [Source:NCBI gene;Acc:107308143]	0.069837056	6.497241035	0.71860293	0.999994659	-2.531010339	5.944252878	7.38E-44	1.15E-42
ENSCJPG00005019764	1	150647306	150671206	protein_coding	HTR2A	5-hydroxytryptamine receptor 2A [Source:NCBI gene;Acc:107308144]	0.166442541	2.30690379	0.740969489	0.999994659	1.556744111	-0.058595019	0.001624333	0.002834107
ENSCJPG00005019765	1	150671492	150690972	lncRNA			-0.044564233	0.958986782	0.927807025	0.999994659	0.146331127	-2.005231756	0.879118659	0.898419219
ENSCJPG00005019767	1	150754540	150758017	lncRNA			1.766904693	-2.155168066	0.21765814	0.999994659	0.082139274	-1.7395504	0.924129284	0.93704633
ENSCJPG00005019768	1	150759132	150784842	lncRNA			-2.773987927	-2.502920409	0.088494462	0.999994659	1.249254628	-2.37018402	0.316546961	0.365922957
ENSCJPG00005019769	1	150881842	150884279	lncRNA			-2.032844832	-2.603147041	0.211711767	0.999994659	-3.297971759	-0.077253846	0.006796338	0.010842556
ENSCJPG00005019770	1	150929598	150946754	protein_coding	SUCLA2	succinate-CoA ligase ADP-forming beta subunit [Source:NCBI gene;Acc:107308146]	0.028340242	7.539364919	0.892077564	0.999994659	-0.376354812	6.733497875	0.01544207	0.023222902
ENSCJPG00005019771	1	150948022	150958365	protein_coding	NUDT15	nudix hydrolase 15 [Source:NCBI gene;Acc:107308147]	0.062612605	1.699029363	0.928810455	0.999994659	0.571443637	1.899225967	0.1787124	0.221036298
ENSCJPG00005019773	1	150965525	150972782	protein_coding	MED4	mediator complex subunit 4 [Source:NCBI gene;Acc:107308149]	0.146469612	4.4755671	0.543683325	0.999994659	-0.678180257	4.813773885	0.003735461	0.006192162
ENSCJPG00005019774	1	150991576	151012126	protein_coding	ITM2B	integral membrane protein 2B [Source:NCBI gene;Acc:107308150]	0.199794395	8.532792935	0.322253199	0.999994659	-1.660606224	6.82039389	3.04E-19	1.81E-18
ENSCJPG00005019775	1	151019429	151084306	protein_coding	RB1	RB transcriptional corepressor 1 [Source:NCBI gene;Acc:107308151]	-0.035457907	6.017004353	0.858723731	0.999994659	1.925652053	7.382306341	1.49E-27	1.28E-26
ENSCJPG00005019776	1	151052803	151055541	protein_coding	LPAR6	lysophosphatidic acid receptor 6 [Source:NCBI gene;Acc:107308153]	0.066927613	0.213193945	0.931410276	0.999994659	-1.761294106	2.838295453	2.88E-07	7.61E-07
ENSCJPG00005019777	1	151081716	151081779	snRNA	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	-0.260800382	-2.134610539	0.822197862	0.999994659	-0.450552757	-2.639390449	0.756808037	0.791603336
ENSCJPG00005019778	1	151088632	151107411	protein_coding	RCBTB2	RCC1 and BTB domain-containing protein 2 [Source:NCBI gene;Acc:107308152]	-0.075746103	5.633331604	0.772352703	0.999994659	0.128540516	5.118758249	0.588549887	0.635241314
ENSCJPG00005019781	1	151152108	151156983	protein_coding	CYSLTR2	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:HGNC:18274]	1.016847383	-1.625574364	0.269032394	0.999994659	1.112267439	-0.462522463	0.153941577	0.192906126
ENSCJPG00005019783	1	151250206	151333188	protein_coding	FNDC3A	fibronectin type III domain containing 3A [Source:NCBI gene;Acc:107308156]	-0.059469812	6.9016436	0.803470908	0.999994659	1.759939332	9.694505478	3.88E-33	4.18E-32
ENSCJPG00005019784	1	151334915	151337072	protein_coding	MLNR	motilin receptor [Source:NCBI gene;Acc:107308159]	1.105387272	-1.072197115	0.111164748	0.999994659	4.279080515	0.356737923	2.78E-09	8.82E-09
ENSCJPG00005019786	1	151341469	151350519	protein_coding	CDADC1	cytidine and dCMP deaminase domain containing 1 [Source:NCBI gene;Acc:107308158]	-0.123802964	4.560232382	0.613772727	0.999994659	1.745528281	5.700244272	2.36E-14	1.07E-13
ENSCJPG00005019787	1	151354215	151411767	protein_coding	CAB39L	calcium binding protein 39 like [Source:NCBI gene;Acc:107308160]	-0.040991757	6.513705058	0.846503771	0.999994659	2.110747075	5.09547714	2.24E-17	1.21E-16
ENSCJPG00005019788	1	151413662	151427917	protein_coding	SETDB2	SET domain bifurcated histone lysine methyltransferase 2 [Source:NCBI gene;Acc:107308162]	0.097436932	6.112610639	0.613559648	0.999994659	-0.125744059	5.363961224	0.608073555	0.654110348
ENSCJPG00005019789	1	151428805	151433668	protein_coding	PHF11	PHD finger protein 11 [Source:NCBI gene;Acc:107308165]	-0.019593423	5.177667677	0.924211504	0.999994659	-1.168867093	5.67863687	9.34E-07	2.35E-06
ENSCJPG00005019790	1	151435558	151451105	protein_coding	RCBTB1	RCC1 and BTB domain-containing protein 1 [Source:NCBI gene;Acc:107308164]	0.041248492	6.79516904	0.83575051	0.999994659	1.119956789	7.330446893	4.85E-07	1.26E-06
ENSCJPG00005019791	1	151454594	151459471	protein_coding	ARL11	ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]	0.017599255	2.792796567	0.967154359	0.999994659	-0.533351849	3.306220344	0.062807842	0.085315894
ENSCJPG00005019792	1	151460299	151500713	protein_coding	KPNA3	karyopherin subunit alpha 3 [Source:NCBI gene;Acc:107308163]	-0.024990284	5.87341675	0.917706557	0.999994659	1.485483806	7.166799862	3.04E-13	1.28E-12
ENSCJPG00005019793	1	151521199	151528416	protein_coding	SPRYD7	SPRY domain containing 7 [Source:NCBI gene;Acc:107308169]	0.048246789	5.526151391	0.821833698	0.999994659	-0.186575734	4.773056683	0.381193859	0.432691943
ENSCJPG00005019794	1	151533619	151538124	protein_coding	TRIM13	tripartite motif containing 13 [Source:NCBI gene;Acc:107308170]	-0.108493559	4.705133593	0.617814596	0.999994659	0.127101526	4.184589631	0.635993823	0.680110433
ENSCJPG00005019795	1	151539685	151542384	protein_coding	KCNRG	potassium channel regulator [Source:NCBI gene;Acc:107308171]	0.050681762	3.603653667	0.859380256	0.999994659	-0.180619311	2.933436117	0.609623517	0.655594232
ENSCJPG00005019796	1	151555189	151555271	miRNA		microRNA 16-1 [Source:HGNC Symbol;Acc:HGNC:31545]	2.570559111	-2.50335851	0.134246169	0.999994659	7.999040112	0.138007019	4.72E-13	1.96E-12
ENSCJPG00005019797	1	151555330	151555412	miRNA	MIR15A	microRNA 15a [Source:HGNC Symbol;Acc:HGNC:31543]	0.175711604	-1.834789242	0.889953457	0.999994659	8.211695504	0.349327381	4.70E-11	1.70E-10
ENSCJPG00005019798	1	151570937	151571015	misc_RNA			0.022953272	-0.887831717	0.976553376	0.999994659	3.500399686	1.751704142	6.80E-14	3.00E-13
ENSCJPG00005019799	1	151576082	151587108	lncRNA			-0.040045004	3.170857099	0.90174969	0.999994659	2.109375203	3.23011067	1.33E-10	4.64E-10
ENSCJPG00005019800	1	151607479	151652883	lncRNA			0.224878014	1.457738358	0.55729363	0.999994659	1.856489342	3.965459516	1.77E-08	5.26E-08
ENSCJPG00005019802	1	151982221	151985412	lncRNA			-0.071322473	1.750420176	0.86222128	0.999994659	7.922844925	7.825033041	4.87E-91	2.05E-89
ENSCJPG00005019803	1	151985695	152020751	protein_coding	RNASEH2B	ribonuclease H2 subunit B [Source:NCBI gene;Acc:107308176]	0.092355268	5.665712638	0.649489663	0.999994659	-0.73572525	5.131730481	0.005880713	0.009469036
ENSCJPG00005019804	1	152056770	152058876	lncRNA			0.25086555	-2.08150671	0.854071232	0.999994659	2.844743048	-2.727288146	0.075998149	0.101071492
ENSCJPG00005019805	1	152079691	152113124	protein_coding	FAM124A	family with sequence similarity 124 member A [Source:NCBI gene;Acc:107308177]	-0.001843417	4.177212792	0.996371691	0.999994659	5.011225426	2.057429286	1.93E-11	7.16E-11
ENSCJPG00005019806	1	152126916	152139145	protein_coding	SERPINE3	serpin family E member 3 [Source:NCBI gene;Acc:107308178]	-0.022740989	0.130391643	0.968622868	0.999994659	3.122069269	0.016893357	5.67E-06	1.32E-05
ENSCJPG00005019807	1	152140813	152178316	protein_coding	INTS6	integrator complex subunit 6 [Source:NCBI gene;Acc:107308179]	0.039744664	6.017092587	0.851451591	0.999994659	-0.795826444	6.345743407	1.73E-06	4.25E-06
ENSCJPG00005019808	1	152192552	152275262	protein_coding	WDFY2	WD repeat and FYVE domain containing 2 [Source:NCBI gene;Acc:107308180]	-0.167759821	4.847900314	0.436327589	0.999994659	-1.749318812	4.298351946	7.29E-11	2.60E-10
ENSCJPG00005019809	1	152247144	152269047	protein_coding		dehydrogenase/reductase 12 [Source:NCBI gene;Acc:107308182]	0.160757412	3.415178946	0.595464969	0.999994659	0.523503858	2.704476917	0.208172995	0.251345162
ENSCJPG00005019810	1	152277685	152287536	protein_coding		transmembrane protein 272 [Source:HGNC Symbol;Acc:HGNC:26737]	0.903625967	2.762355284	0.46436587	0.999994659	7.482128569	1.361246288	6.35E-12	2.44E-11
ENSCJPG00005019811	1	152306049	152341274	protein_coding	ATP7B	ATPase copper transporting beta [Source:NCBI gene;Acc:107308183]	0.372885415	4.214154968	0.208263829	0.999994659	2.671408705	4.408609645	1.56E-24	1.19E-23
ENSCJPG00005019812	1	152342820	152346139	protein_coding	ALG11	"ALG11 alpha-1,2-mannosyltransferase [Source:NCBI gene;Acc:107308190]"	0.161582212	4.841713436	0.475471802	0.999994659	-0.200188889	4.735364883	0.370902876	0.422182302
ENSCJPG00005019813	1	152346930	152363444	protein_coding	NEK5	NIMA related kinase 5 [Source:NCBI gene;Acc:107308186]	0.098217234	4.201721274	0.690435574	0.999994659	4.245349947	6.051013133	1.21E-79	4.23E-78
ENSCJPG00005019814	1	152365414	152374852	protein_coding	NEK3	NIMA related kinase 3 [Source:NCBI gene;Acc:107308188]	0.291878819	3.760683259	0.476690824	0.999994659	1.66876435	4.960400584	1.38E-08	4.13E-08
